Product,SalesAmount,ORDERDATE,PRODUCTCODE
10355,2896.65,12-07-2004 00:00,S24_2360
10363,2632.89,01-06-2005 00:00,S24_2360
10375,2046,02-03-2005 00:00,S24_2360
10390,2279.55,03-04-2005 00:00,S24_2360
10403,2150.55,04-08-2005 00:00,S24_2360
10110,3360.45,3/18/2003 0:00,S24_2766
10124,2326.4,5/21/2003 0:00,S24_2766
10148,1545.6,09-11-2003 00:00,S24_2766
10161,2144.6,10/17/2003 0:00,S24_2766
10172,1639.22,11-05-2003 00:00,S24_2766
10182,2649.6,11-12-2003 00:00,S24_2766
10192,3845.6,11/20/2003 0:00,S24_2766
10204,4527.04,12-02-2003 00:00,S24_2766
10212,3966.3,1/16/2004 0:00,S24_2766
10227,4142.58,03-02-2004 00:00,S24_2766
10241,4441.5,4/13/2004 0:00,S24_2766
10267,3315.12,07-07-2004 00:00,S24_2766
10279,3918.53,08-09-2004 00:00,S24_2766
10288,2830.45,09-01-2004 00:00,S24_2766
10302,5298.86,10-06-2003 00:00,S24_2766
10311,2620.8,10/16/2004 0:00,S24_2766
10321,2181,11-04-2004 00:00,S24_2766
10332,3382.08,11/17/2004 0:00,S24_2766
10346,2876.75,11/29/2004 0:00,S24_2766
10368,4107.2,1/19/2005 0:00,S24_2766
10380,1350,2/16/2005 0:00,S24_2766
10407,7182,4/22/2005 0:00,S24_2766
10420,3933.93,5/29/2005 0:00,S24_2766
10104,1742.4,1/31/2003 0:00,S24_2840
10114,721.44,04-01-2003 00:00,S24_2840
10127,1489.41,06-03-2003 00:00,S24_2840
10141,891.03,08-01-2003 00:00,S24_2840
10151,1209.3,9/21/2003 0:00,S24_2840
10165,859.14,10/22/2003 0:00,S24_2840
10175,1151.44,11-06-2003 00:00,S24_2840
10184,1336.44,11/14/2003 0:00,S24_2840
10195,905.28,11/25/2003 0:00,S24_2840
10207,1247.4,12-09-2003 00:00,S24_2840
10219,846.51,02-10-2004 00:00,S24_2840
10229,1085.04,03-11-2004 00:00,S24_2840
10246,1767.43,05-05-2004 00:00,S24_2840
10259,1030.44,6/15/2004 0:00,S24_2840
10271,1585.36,7/20/2004 0:00,S24_2840
10281,813.2,8/19/2004 0:00,S24_2840
10292,1172.34,09-08-2004 00:00,S24_2840
10305,1510.56,10/13/2004 0:00,S24_2840
10314,1448.07,10/22/2004 0:00,S24_2840
10324,3338.1,11-05-2004 00:00,S24_2840
10335,1225.29,11/19/2004 0:00,S24_2840
10349,1336.68,12-01-2004 00:00,S24_2840
10358,2985.84,12-10-2004 00:00,S24_2840
10371,5545.8,1/23/2005 0:00,S24_2840
10383,6089.6,2/22/2005 0:00,S24_2840
10394,1789.4,3/15/2005 0:00,S24_2840
10412,1082.1,05-03-2005 00:00,S24_2840
10425,1030.44,5/31/2005 0:00,S24_2840
10106,3659.32,2/17/2003 0:00,S24_2841
10119,2443.6,4/28/2003 0:00,S24_2841
10131,2349.9,6/16/2003 0:00,S24_2841
10143,1646.19,08-10-2003 00:00,S24_2841
10155,1670.26,10-06-2003 00:00,S24_2841
10167,1467.48,10/23/2003 0:00,S24_2841
10178,2748.56,11-08-2003 00:00,S24_2841
10186,1522.4,11/14/2003 0:00,S24_2841
10198,3255.36,11/27/2003 0:00,S24_2841
10209,3535.03,01-09-2004 00:00,S24_2841
10222,2608.96,2/19/2004 0:00,S24_2841
10249,1356.4,05-08-2004 00:00,S24_2841
10262,1611.36,6/24/2004 0:00,S24_2841
10274,2603.2,7/21/2004 0:00,S24_2841
10284,2219.7,8/21/2004 0:00,S24_2841
10296,1496.25,9/15/2004 0:00,S24_2841
10307,1884,10/14/2004 0:00,S24_2841
10316,2166.14,11-01-2004 00:00,S24_2841
10328,2828.16,11-12-2004 00:00,S24_2841
10339,6214.45,11/23/2004 0:00,S24_2841
10351,1867,12-03-2004 00:00,S24_2841
10373,2676.72,1/31/2005 0:00,S24_2841
10386,2182.44,03-01-2005 00:00,S24_2841
10398,1611.4,3/30/2005 0:00,S24_2841
10400,1479.84,04-01-2005 00:00,S24_2841
10415,1424.22,05-09-2005 00:00,S24_2841
10110,5942.28,3/18/2003 0:00,S24_2887
10124,2348.75,5/21/2003 0:00,S24_2887
10148,4392.12,09-11-2003 00:00,S24_2887
10161,2759.75,10/17/2003 0:00,S24_2887
10173,2728.03,11-05-2003 00:00,S24_2887
10182,2395.8,11-12-2003 00:00,S24_2887
10192,3052.33,11/20/2003 0:00,S24_2887
10204,4242,12-02-2003 00:00,S24_2887
10213,2790.45,1/22/2004 0:00,S24_2887
10227,4340.49,03-02-2004 00:00,S24_2887
10241,2762.2,4/13/2004 0:00,S24_2887
10267,4645.72,07-07-2004 00:00,S24_2887
10279,5580.96,08-09-2004 00:00,S24_2887
10288,6539.04,09-01-2004 00:00,S24_2887
10302,5548.95,10-06-2003 00:00,S24_2887
10311,4595.41,10/16/2004 0:00,S24_2887
10332,1859.44,11/17/2004 0:00,S24_2887
10346,2093.76,11/29/2004 0:00,S24_2887
10368,4223.13,1/19/2005 0:00,S24_2887
10380,1596.76,2/16/2005 0:00,S24_2887
10407,5820.35,4/22/2005 0:00,S24_2887
10420,5296.5,5/29/2005 0:00,S24_2887
10109,930.9,03-10-2003 00:00,S24_2972
10122,1207.44,05-08-2003 00:00,S24_2972
10135,717.4,07-02-2003 00:00,S24_2972
10147,1066.75,09-05-2003 00:00,S24_2972
10160,1554,10-11-2003 00:00,S24_2972
10171,1277.64,11-05-2003 00:00,S24_2972
10181,1578.79,11-12-2003 00:00,S24_2972
10192,917.7,11/20/2003 0:00,S24_2972
10203,777,12-02-2003 00:00,S24_2972
10212,1476.28,1/16/2004 0:00,S24_2972
10225,1538.46,2/22/2004 0:00,S24_2972
10239,891.2,04-12-2004 00:00,S24_2972
10253,1706.8,06-01-2004 00:00,S24_2972
10266,1373.6,07-06-2004 00:00,S24_2972
10278,1205.59,08-06-2004 00:00,S24_2972
10287,1427.4,8/30/2004 0:00,S24_2972
10301,1649.28,10-05-2003 00:00,S24_2972
10310,1383.03,10/16/2004 0:00,S24_2972
10321,1229.51,11-04-2004 00:00,S24_2972
10331,1140.48,11/17/2004 0:00,S24_2972
10342,1575.6,11/24/2004 0:00,S24_2972
10355,1386.72,12-07-2004 00:00,S24_2972
10367,5018.4,01-12-2005 00:00,S24_2972
10378,5856.85,02-10-2005 00:00,S24_2972
10390,4894.73,03-04-2005 00:00,S24_2972
10405,2094.32,4/14/2005 0:00,S24_2972
10419,640.05,5/17/2005 0:00,S24_2972
10105,3193.52,02-11-2003 00:00,S24_3151
10119,3066.7,4/28/2003 0:00,S24_3151
10129,3883.11,06-12-2003 00:00,S24_3151
10142,4814.25,08-08-2003 00:00,S24_3151
10154,2826.27,10-02-2003 00:00,S24_3151
10167,1593.2,10/23/2003 0:00,S24_3151
10177,3266.1,11-07-2003 00:00,S24_3151
10185,2453.55,11/14/2003 0:00,S24_3151
10197,3910.4,11/26/2003 0:00,S24_3151
10208,1788,01-02-2004 00:00,S24_3151
10222,3328.07,2/19/2004 0:00,S24_3151
10233,3788.4,3/29/2004 0:00,S24_3151
10248,3053.7,05-07-2004 00:00,S24_3151
10261,2005.74,6/17/2004 0:00,S24_3151
10273,2796.12,7/21/2004 0:00,S24_3151
10283,3159.96,8/20/2004 0:00,S24_3151
10295,3908.62,09-10-2004 00:00,S24_3151
10306,2606.48,10/14/2004 0:00,S24_3151
10315,2081.76,10/29/2004 0:00,S24_3151
10326,3519.85,11-09-2004 00:00,S24_3151
10339,10758,11/23/2004 0:00,S24_3151
10350,3021,12-02-2004 00:00,S24_3151
10373,1891.56,1/31/2005 0:00,S24_3151
10384,4208.41,2/23/2005 0:00,S24_3151
10396,2246.4,3/23/2005 0:00,S24_3151
10414,6107.4,05-06-2005 00:00,S24_3151
10110,1987.74,3/18/2003 0:00,S24_3191
10124,4068.96,5/21/2003 0:00,S24_3191
10148,2282.22,09-11-2003 00:00,S24_3191
10161,1541,10/17/2003 0:00,S24_3191
10172,1951.92,11-05-2003 00:00,S24_3191
10182,3107.61,11-12-2003 00:00,S24_3191
10192,2328.64,11/20/2003 0:00,S24_3191
10204,3184.8,12-02-2003 00:00,S24_3191
10212,2149.74,1/16/2004 0:00,S24_3191
10227,3184.8,03-02-2004 00:00,S24_3191
10241,2114.58,4/13/2004 0:00,S24_3191
10267,4256.56,07-07-2004 00:00,S24_3191
10279,2344.98,08-09-2004 00:00,S24_3191
10288,2328.66,09-01-2004 00:00,S24_3191
10302,3575.04,10-06-2003 00:00,S24_3191
10311,2076,10/16/2004 0:00,S24_3191
10321,3305.25,11-04-2004 00:00,S24_3191
10332,1538.55,11/17/2004 0:00,S24_3191
10346,3325.92,11/29/2004 0:00,S24_3191
10368,3662.52,1/19/2005 0:00,S24_3191
10380,3478.64,2/16/2005 0:00,S24_3191
10407,1057.29,4/22/2005 0:00,S24_3191
10420,3385.9,5/29/2005 0:00,S24_3191
10108,1892.1,03-03-2003 00:00,S24_3371
10122,1707.14,05-08-2003 00:00,S24_3371
10135,1785.51,07-02-2003 00:00,S24_3371
10147,2057.4,09-05-2003 00:00,S24_3371
10159,3490,10-10-2003 00:00,S24_3371
10169,1707.14,11-04-2003 00:00,S24_3371
10181,1506.96,11-12-2003 00:00,S24_3371
10191,2880.48,11/20/2003 0:00,S24_3371
10203,2206.6,12-02-2003 00:00,S24_3371
10211,2351.04,1/15/2004 0:00,S24_3371
10225,1205.04,2/22/2004 0:00,S24_3371
10238,2935.15,04-09-2004 00:00,S24_3371
10253,1263.84,06-01-2004 00:00,S24_3371
10266,2935.15,07-06-2004 00:00,S24_3371
10276,1224.6,08-02-2004 00:00,S24_3371
10287,1359.4,8/30/2004 0:00,S24_3371
10300,1822.18,10-04-2003 00:00,S24_3371
10310,2163.72,10/16/2004 0:00,S24_3371
10320,1591.98,11-03-2004 00:00,S24_3371
10331,3078.5,11/17/2004 0:00,S24_3371
10342,2997.6,11/24/2004 0:00,S24_3371
10355,2747.8,12-07-2004 00:00,S24_3371
10363,2447.76,01-06-2005 00:00,S24_3371
10378,1910.84,02-10-2005 00:00,S24_3371
10390,2430.64,03-04-2005 00:00,S24_3371
10419,2896.3,5/17/2005 0:00,S24_3371
10106,1630.6,2/17/2003 0:00,S24_3420
10119,1459.6,4/28/2003 0:00,S24_3420
10131,1716.22,6/16/2003 0:00,S24_3420
10143,2560.47,08-10-2003 00:00,S24_3420
10155,1900.26,10-06-2003 00:00,S24_3420
10167,2019.84,10/23/2003 0:00,S24_3420
10178,1988.28,11-08-2003 00:00,S24_3420
10186,1449.84,11/14/2003 0:00,S24_3420
10198,1935.09,11/27/2003 0:00,S24_3420
10209,2793.24,01-09-2004 00:00,S24_3420
10222,3025.05,2/19/2004 0:00,S24_3420
10249,1742.5,05-08-2004 00:00,S24_3420
10262,3236.1,6/24/2004 0:00,S24_3420
10274,1735.92,7/21/2004 0:00,S24_3420
10284,2795.13,8/21/2004 0:00,S24_3420
10296,1671.52,9/15/2004 0:00,S24_3420
10307,1576.74,10/14/2004 0:00,S24_3420
10316,3615.71,11-01-2004 00:00,S24_3420
10328,1459.6,11-12-2004 00:00,S24_3420
10339,2891.01,11/23/2004 0:00,S24_3420
10351,2598.44,12-03-2004 00:00,S24_3420
10361,3871.92,12/17/2004 0:00,S24_3420
10373,3036,1/31/2005 0:00,S24_3420
10386,2231.6,03-01-2005 00:00,S24_3420
10398,2436.78,3/30/2005 0:00,S24_3420
10400,2173.6,04-01-2005 00:00,S24_3420
10415,1254.6,05-09-2005 00:00,S24_3420
10110,3724.42,3/18/2003 0:00,S24_3432
10124,5203,5/21/2003 0:00,S24_3432
10148,3469.5,09-11-2003 00:00,S24_3432
10161,3148.2,10/17/2003 0:00,S24_3432
10172,2167.22,11-05-2003 00:00,S24_3432
10182,6244.07,11-12-2003 00:00,S24_3432
10192,5566,11/20/2003 0:00,S24_3432
10204,4368.96,12-02-2003 00:00,S24_3432
10212,4039.26,1/16/2004 0:00,S24_3432
10226,4420.32,2/26/2004 0:00,S24_3432
10241,2341.71,4/13/2004 0:00,S24_3432
10267,5110.98,07-07-2004 00:00,S24_3432
10279,6168,08-09-2004 00:00,S24_3432
10288,4873.26,09-01-2004 00:00,S24_3432
10301,2120.14,10-05-2003 00:00,S24_3432
10311,4236.14,10/16/2004 0:00,S24_3432
10321,1888.95,11-04-2004 00:00,S24_3432
10332,1152.58,11/17/2004 0:00,S24_3432
10346,2492.88,11/29/2004 0:00,S24_3432
10368,1991.6,1/19/2005 0:00,S24_3432
10380,3953.18,2/16/2005 0:00,S24_3432
10407,3729.39,4/22/2005 0:00,S24_3432
10420,2617.16,5/29/2005 0:00,S24_3432
10105,3983.5,02-11-2003 00:00,S24_3816
10119,3169.95,4/28/2003 0:00,S24_3816
10129,3899.5,06-12-2003 00:00,S24_3816
10143,1851.73,08-10-2003 00:00,S24_3816
10155,2513.41,10-06-2003 00:00,S24_3816
10167,2431.94,10/23/2003 0:00,S24_3816
10178,1514.52,11-08-2003 00:00,S24_3816
10186,3079.44,11/14/2003 0:00,S24_3816
10197,1900.36,11/26/2003 0:00,S24_3816
10209,1974.06,01-09-2004 00:00,S24_3816
10222,3703.46,2/19/2004 0:00,S24_3816
10248,1755.13,05-07-2004 00:00,S24_3816
10262,4273.29,6/24/2004 0:00,S24_3816
10273,3984.96,7/21/2004 0:00,S24_3816
10283,2407.68,8/20/2004 0:00,S24_3816
10296,1697.3,9/15/2004 0:00,S24_3816
10307,2011.02,10/14/2004 0:00,S24_3816
10316,2306.25,11-01-2004 00:00,S24_3816
10326,1845,11-09-2004 00:00,S24_3816
10339,2493.12,11/23/2004 0:00,S24_3816
10350,1508.5,12-02-2004 00:00,S24_3816
10373,2394.3,1/31/2005 0:00,S24_3816
10385,3164.98,2/28/2005 0:00,S24_3816
10396,3351.09,3/23/2005 0:00,S24_3816
10400,3064.32,04-01-2005 00:00,S24_3816
10414,3891.81,05-06-2005 00:00,S24_3816
10108,5448.8,03-03-2003 00:00,S24_3856
10122,5494.97,05-08-2003 00:00,S24_3856
10135,6336.07,07-02-2003 00:00,S24_3856
10147,2906.97,09-05-2003 00:00,S24_3856
10160,4767.7,10-11-2003 00:00,S24_3856
10170,3819.56,11-04-2003 00:00,S24_3856
10181,3861.75,11-12-2003 00:00,S24_3856
10192,6319.35,11/20/2003 0:00,S24_3856
10203,6996.42,12-02-2003 00:00,S24_3856
10212,6949.67,1/16/2004 0:00,S24_3856
10225,4550,2/22/2004 0:00,S24_3856
10239,4479.63,04-12-2004 00:00,S24_3856
10253,5148,06-01-2004 00:00,S24_3856
10266,2932.08,07-06-2004 00:00,S24_3856
10278,3159.75,08-06-2004 00:00,S24_3856
10287,4297.32,8/30/2004 0:00,S24_3856
10301,7723.5,10-05-2003 00:00,S24_3856
10310,5497.65,10/16/2004 0:00,S24_3856
10321,4052.88,11-04-2004 00:00,S24_3856
10331,3135.93,11/17/2004 0:00,S24_3856
10342,5013.54,11/24/2004 0:00,S24_3856
10355,5302.72,12-07-2004 00:00,S24_3856
10363,2931.98,01-06-2005 00:00,S24_3856
10378,1757.91,02-10-2005 00:00,S24_3856
10390,6763.05,03-04-2005 00:00,S24_3856
10405,11739.7,4/14/2005 0:00,S24_3856
10419,9240,5/17/2005 0:00,S24_3856
10106,3241.5,2/17/2003 0:00,S24_3949
10119,1968.12,4/28/2003 0:00,S24_3949
10131,4094.5,6/16/2003 0:00,S24_3949
10143,1853.32,08-10-2003 00:00,S24_3949
10155,3392.84,10-06-2003 00:00,S24_3949
10168,1971.54,10/28/2003 0:00,S24_3949
10178,2169.9,11-08-2003 00:00,S24_3949
10198,2846.17,11/27/2003 0:00,S24_3949
10210,2018.4,01-12-2004 00:00,S24_3949
10222,2718.72,2/19/2004 0:00,S24_3949
10235,1981.65,04-02-2004 00:00,S24_3949
10250,3002.4,05-11-2004 00:00,S24_3949
10262,2948.16,6/24/2004 0:00,S24_3949
10275,3357.49,7/23/2004 0:00,S24_3949
10284,1175.16,8/21/2004 0:00,S24_3949
10296,2292.8,9/15/2004 0:00,S24_3949
10308,3286.49,10/15/2004 0:00,S24_3949
10316,2333.7,11-01-2004 00:00,S24_3949
10328,2675.05,11-12-2004 00:00,S24_3949
10339,4361.4,11/23/2004 0:00,S24_3949
10351,2018.58,12-03-2004 00:00,S24_3949
10361,3710.98,12/17/2004 0:00,S24_3949
10373,2847,1/31/2005 0:00,S24_3949
10386,3006.12,03-01-2005 00:00,S24_3949
10398,2797.84,3/30/2005 0:00,S24_3949
10401,3843.2,04-03-2005 00:00,S24_3949
10416,1351.08,05-10-2005 00:00,S24_3949
10100,1689.03,01-06-2003 00:00,S24_3969
10110,1654.56,3/18/2003 0:00,S24_3969
10124,1528.58,5/21/2003 0:00,S24_3969
10149,1013.48,09-12-2003 00:00,S24_3969
10162,1442.26,10/18/2003 0:00,S24_3969
10173,1163.05,11-05-2003 00:00,S24_3969
10182,971.98,11-12-2003 00:00,S24_3969
10193,902.66,11/21/2003 0:00,S24_3969
10204,1295.97,12-02-2003 00:00,S24_3969
10214,1534.72,1/26/2004 0:00,S24_3969
10227,1185.3,03-02-2004 00:00,S24_3969
10242,1698.78,4/20/2004 0:00,S24_3969
10280,1381.05,8/17/2004 0:00,S24_3969
10288,1340.46,09-01-2004 00:00,S24_3969
10303,965.04,10-06-2004 00:00,S24_3969
10312,1093.99,10/21/2004 0:00,S24_3969
10332,3166.84,11/17/2004 0:00,S24_3969
10346,2143.68,11/29/2004 0:00,S24_3969
10368,1717.64,1/19/2005 0:00,S24_3969
10380,4086.29,2/16/2005 0:00,S24_3969
10408,553.95,4/22/2005 0:00,S24_3969
10420,652.35,5/29/2005 0:00,S24_3969
10104,2921.62,1/31/2003 0:00,S24_4048
10115,5568.64,04-04-2003 00:00,S24_4048
10127,1939.8,06-03-2003 00:00,S24_4048
10141,3784.8,08-01-2003 00:00,S24_4048
10152,2802.09,9/25/2003 0:00,S24_4048
10165,2384.64,10/22/2003 0:00,S24_4048
10176,2915.66,11-06-2003 00:00,S24_4048
10184,5795.72,11/14/2003 0:00,S24_4048
10195,3699.88,11/25/2003 0:00,S24_4048
10207,2980.6,12-09-2003 00:00,S24_4048
10220,5032.74,02-12-2004 00:00,S24_4048
10230,4737.15,3/15/2004 0:00,S24_4048
10246,6311.2,05-05-2004 00:00,S24_4048
10271,3070.54,7/20/2004 0:00,S24_4048
10282,4797.39,8/20/2004 0:00,S24_4048
10292,3832.38,09-08-2004 00:00,S24_4048
10305,4641.48,10/13/2004 0:00,S24_4048
10314,4000.26,10/22/2004 0:00,S24_4048
10325,5325.76,11-05-2004 00:00,S24_4048
10336,4618.69,11/20/2004 0:00,S24_4048
10349,3182.97,12-01-2004 00:00,S24_4048
10359,2603.04,12/15/2004 0:00,S24_4048
10371,1408.96,1/23/2005 0:00,S24_4048
10383,1972.11,2/22/2005 0:00,S24_4048
10394,5207.75,3/15/2005 0:00,S24_4048
10412,4253.2,05-03-2005 00:00,S24_4048
10103,2873,1/29/2003 0:00,S24_4258
10111,2253.68,3/25/2003 0:00,S24_4258
10126,3576.12,5/28/2003 0:00,S24_4258
10139,3276.13,7/16/2003 0:00,S24_4258
10149,1811.4,09-12-2003 00:00,S24_4258
10163,3845.1,10/20/2003 0:00,S24_4258
10173,2571.14,11-05-2003 00:00,S24_4258
10183,5035.11,11/13/2003 0:00,S24_4258
10193,2279,11/21/2003 0:00,S24_4258
10206,3213.87,12-05-2003 00:00,S24_4258
10215,3532.23,1/29/2004 0:00,S24_4258
10228,3406.59,03-10-2004 00:00,S24_4258
10244,3467.2,4/29/2004 0:00,S24_4258
10257,3628.94,6/14/2004 0:00,S24_4258
10269,4674.72,7/16/2004 0:00,S24_4258
10280,1656.69,8/17/2004 0:00,S24_4258
10290,5171.4,09-07-2004 00:00,S24_4258
10304,3342.57,10-11-2004 00:00,S24_4258
10312,4884.88,10/21/2004 0:00,S24_4258
10324,6267.69,11-05-2004 00:00,S24_4258
10333,4424.16,11/18/2004 0:00,S24_4258
10348,1962.09,11-01-2004 00:00,S24_4258
10358,6847,12-10-2004 00:00,S24_4258
10369,3476.8,1/20/2005 0:00,S24_4258
10382,4592.61,2/17/2005 0:00,S24_4258
10423,2208.92,5/30/2005 0:00,S24_4258
10106,1657.76,2/17/2003 0:00,S24_4278
10120,2479.21,4/29/2003 0:00,S24_4278
10133,3565.92,6/27/2003 0:00,S24_4278
10145,2797.41,8/25/2003 0:00,S24_4278
10168,3756,10/28/2003 0:00,S24_4278
10210,2840,01-12-2004 00:00,S24_4278
10223,1716.26,2/20/2004 0:00,S24_4278
10235,3245.6,04-02-2004 00:00,S24_4278
10250,2760.94,05-11-2004 00:00,S24_4278
10263,1808.4,6/28/2004 0:00,S24_4278
10275,1682.37,7/23/2004 0:00,S24_4278
10284,1491,8/21/2004 0:00,S24_4278
10297,1666.35,9/16/2004 0:00,S24_4278
10308,3666.08,10/15/2004 0:00,S24_4278
10317,2916.2,11-02-2004 00:00,S24_4278
10328,2616.98,11-12-2004 00:00,S24_4278
10340,3390.8,11/24/2004 0:00,S24_4278
10353,3146.5,12-04-2004 00:00,S24_4278
10361,1561.5,12/17/2004 0:00,S24_4278
10375,10039.6,02-03-2005 00:00,S24_4278
10386,3167,03-01-2005 00:00,S24_4278
10398,3521.25,3/30/2005 0:00,S24_4278
10401,4219.28,04-03-2005 00:00,S24_4278
10416,3581.76,05-10-2005 00:00,S24_4278
10108,2130.01,03-03-2003 00:00,S24_4620
10122,2063.06,05-08-2003 00:00,S24_4620
10135,2008.13,07-02-2003 00:00,S24_4620
10147,2004.77,09-05-2003 00:00,S24_4620
10159,1543.3,10-10-2003 00:00,S24_4620
10169,2269.92,11-04-2003 00:00,S24_4620
10180,1991.92,11-11-2003 00:00,S24_4620
10191,2916.76,11/20/2003 0:00,S24_4620
10211,2027.52,1/15/2004 0:00,S24_4620
10225,3235.18,2/22/2004 0:00,S24_4620
10238,2062.94,04-09-2004 00:00,S24_4620
10252,3317.78,5/26/2004 0:00,S24_4620
10264,3913.69,6/30/2004 0:00,S24_4620
10276,3608.64,08-02-2004 00:00,S24_4620
10287,3524.8,8/30/2004 0:00,S24_4620
10299,2586.88,9/30/2004 0:00,S24_4620
10310,4753.49,10/16/2004 0:00,S24_4620
10319,3684.67,11-03-2004 00:00,S24_4620
10331,5715.4,11/17/2004 0:00,S24_4620
10343,3098.7,11/24/2004 0:00,S24_4620
10355,2670.92,12-07-2004 00:00,S24_4620
10363,5154.41,01-06-2005 00:00,S24_4620
10378,4894.17,02-10-2005 00:00,S24_4620
10390,2472.6,03-04-2005 00:00,S24_4620
10103,3224.31,1/29/2003 0:00,S32_1268
10114,3667.52,04-01-2003 00:00,S32_1268
10126,4141.33,5/28/2003 0:00,S32_1268
10140,2829.58,7/24/2003 0:00,S32_1268
10151,3068.55,9/21/2003 0:00,S32_1268
10164,2634.96,10/21/2003 0:00,S32_1268
10175,2436.72,11-06-2003 00:00,S32_1268
10184,4607.36,11/14/2003 0:00,S32_1268
10194,3598.99,11/25/2003 0:00,S32_1268
10207,3964.1,12-09-2003 00:00,S32_1268
10217,2244.9,02-04-2004 00:00,S32_1268
10229,2793,03-11-2004 00:00,S32_1268
10245,4133.64,05-04-2004 00:00,S32_1268
10259,3900.6,6/15/2004 0:00,S32_1268
10270,2743.04,7/19/2004 0:00,S32_1268
10281,2402.07,8/19/2004 0:00,S32_1268
10291,2178.54,09-08-2004 00:00,S32_1268
10305,3155.04,10/13/2004 0:00,S32_1268
10313,2366.28,10/22/2004 0:00,S32_1268
10324,1963.6,11-05-2004 00:00,S32_1268
10335,4746.28,11/19/2004 0:00,S32_1268
10348,6386.94,11-01-2004 00:00,S32_1268
10358,4428,12-10-2004 00:00,S32_1268
10371,4044.04,1/23/2005 0:00,S32_1268
10382,2708.42,2/17/2005 0:00,S32_1268
10411,2904.72,05-01-2005 00:00,S32_1268
10425,3553.88,5/31/2005 0:00,S32_1268
10107,1858,2/24/2003 0:00,S32_1374
10120,2461.36,4/29/2003 0:00,S32_1374
10133,2642.01,6/27/2003 0:00,S32_1374
10145,3098.7,8/25/2003 0:00,S32_1374
10168,3244.36,10/28/2003 0:00,S32_1374
10188,4351.16,11/18/2003 0:00,S32_1374
10210,3675.86,01-12-2004 00:00,S32_1374
10223,2475.27,2/20/2004 0:00,S32_1374
10235,4177.49,04-02-2004 00:00,S32_1374
10250,3282.28,05-11-2004 00:00,S32_1374
10263,2477.21,6/28/2004 0:00,S32_1374
10275,1883.93,7/23/2004 0:00,S32_1374
10285,3658.93,8/27/2004 0:00,S32_1374
10297,2856.88,9/16/2004 0:00,S32_1374
10308,1917.84,10/15/2004 0:00,S32_1374
10318,5305.36,11-02-2004 00:00,S32_1374
10329,2875.95,11/15/2004 0:00,S32_1374
10340,6482.85,11/24/2004 0:00,S32_1374
10353,3733.82,12-04-2004 00:00,S32_1374
10363,6576.5,01-06-2005 00:00,S32_1374
10375,6353.27,02-03-2005 00:00,S32_1374
10387,4175.6,03-02-2005 00:00,S32_1374
10401,4992.61,04-03-2005 00:00,S32_1374
10416,4764.6,05-10-2005 00:00,S32_1374
10108,1173.15,03-03-2003 00:00,S32_2206
10122,1384.46,05-08-2003 00:00,S32_2206
10135,1327.59,07-02-2003 00:00,S32_2206
10145,1109.8,8/25/2003 0:00,S32_2206
10159,1239,10-10-2003 00:00,S32_2206
10169,1035.58,11-04-2003 00:00,S32_2206
10180,1545.64,11-11-2003 00:00,S32_2206
10190,1517.54,11/19/2003 0:00,S32_2206
10211,1731.84,1/15/2004 0:00,S32_2206
10224,1695.49,2/21/2004 0:00,S32_2206
10237,1045.98,04-05-2004 00:00,S32_2206
10252,1738.08,5/26/2004 0:00,S32_2206
10264,651.8,6/30/2004 0:00,S32_2206
10276,988.47,08-02-2004 00:00,S32_2206
10285,1518.11,8/27/2004 0:00,S32_2206
10299,1013.76,9/30/2004 0:00,S32_2206
10310,1549.8,10/16/2004 0:00,S32_2206
10319,1108.38,11-03-2004 00:00,S32_2206
10331,4102.56,11/17/2004 0:00,S32_2206
10343,3713.16,11/24/2004 0:00,S32_2206
10355,1513.54,12-07-2004 00:00,S32_2206
10364,2317.44,01-06-2005 00:00,S32_2206
10378,3298.4,02-10-2005 00:00,S32_2206
10390,1826.96,03-04-2005 00:00,S32_2206
10403,1206.9,04-08-2005 00:00,S32_2206
10104,1666.7,1/31/2003 0:00,S32_2509
10114,1560.44,04-01-2003 00:00,S32_2509
10127,2337.75,06-03-2003 00:00,S32_2509
10141,1103.76,08-01-2003 00:00,S32_2509
10151,2617.85,9/21/2003 0:00,S32_2509
10165,2207.52,10/22/2003 0:00,S32_2509
10175,3165.5,11-06-2003 00:00,S32_2509
10184,2071.41,11/14/2003 0:00,S32_2509
10195,1385.28,11/25/2003 0:00,S32_2509
10207,1621.62,12-09-2003 00:00,S32_2509
10219,1931.65,02-10-2004 00:00,S32_2509
10229,1244.53,03-11-2004 00:00,S32_2509
10246,1704.5,05-05-2004 00:00,S32_2509
10259,1753.2,6/15/2004 0:00,S32_2509
10271,1666.7,7/20/2004 0:00,S32_2509
10281,1710.89,8/19/2004 0:00,S32_2509
10292,2326.5,09-08-2004 00:00,S32_2509
10305,2316,10/13/2004 0:00,S32_2509
10313,1727.1,10/22/2004 0:00,S32_2509
10325,8844.12,11-05-2004 00:00,S32_2509
10335,2424,11/19/2004 0:00,S32_2509
10349,1535.49,12-01-2004 00:00,S32_2509
10359,6358.68,12/15/2004 0:00,S32_2509
10371,1329.4,1/23/2005 0:00,S32_2509
10383,1701.76,2/22/2005 0:00,S32_2509
10394,2259.72,3/15/2005 0:00,S32_2509
10412,925.3,05-03-2005 00:00,S32_2509
10425,482.13,5/31/2005 0:00,S32_2509
